,Age,Gender,Quantity,Price,Discount,Product Rating,high_return_risk,payment_mode,Category_Dresses,Category_Ethnic Wear,Category_Formal Wear,Category_Jackets,Category_Jeans,Category_Shirts,Category_Shorts,Category_Skirts,Category_Sleepwear,Category_Suits,Category_Sweaters,Category_T-shirts,Category_Trousers,Category_Undergarments,State_Arunachal Pradesh,State_Assam,State_Bihar,State_Chhattisgarh,State_Goa,State_Gujarat,State_Haryana,State_Himachal Pradesh,State_Jharkhand,State_Karnataka,State_Kerala,State_Madhya Pradesh,State_Maharashtra,State_Manipur,State_Meghalaya,State_Mizoram,State_Nagaland,State_Odisha,State_Punjab,State_Rajasthan,State_Sikkim,State_Tamil Nadu,State_Telangana,State_Tripura,State_Uttar Pradesh,State_Uttarakhand,State_West Bengal,Brand_H&M,Brand_Levie's,Brand_Nike,Brand_Pantaloons,Brand_Puma,Brand_Raymond,Brand_Zudio,Total_Amount,Effective_Price
2084,23,0,-0.9697635581850936,1.4079737287036076,-0.015857530368140194,2.5,Yes,Cash on Delivery,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,-1.3654016129787443,1.4081969985652123
2085,43,0,1.0103874949354725,0.4429355146036421,-0.7188747100223545,1.5,Yes,Online Payment,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.44753650501832837,0.44611966599983505
2086,55,0,0.0203119683751894,-0.11759566364603843,0.6871596492860741,4.5,No,Online Payment,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,-0.0023885994010377424,-0.11678759369615269
2087,57,1,-1.4648013214652351,0.33314074772999336,-1.4218918896765689,3.0,No,Online Payment,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,-0.4879850075088108,0.337877649003174
2088,25,0,-0.47472579490495215,0.17711660533059773,0.6871596492860741,1.5,Yes,Online Payment,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,-0.0840818212564347,0.17589953148658058
2089,54,1,1.0103874949354725,0.9630159892682942,1.3901768289402885,2.0,Yes,Online Payment,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.9730193129795978,0.9496283641264963
2090,29,0,1.505425258215614,-1.6893944315214313,-1.4218918896765689,2.0,No,Online Payment,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,-2.543257048301171,-1.713415793927882
2091,43,1,0.0203119683751894,0.9341226295647024,-0.7188747100223545,4.0,No,Online Payment,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,0.018973869310266997,0.9408378009092389
2094,38,1,0.0203119683751894,0.7434264555209966,-0.015857530368140194,2.5,No,Online Payment,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.015100454653821633,0.7435443445969456
2095,62,0,0.5153497316553309,-0.4527586362077031,0.6871596492860741,3.5,No,Cash on Delivery,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,-0.2333290416742734,-0.44964746155102586
2096,32,0,-0.47472579490495215,0.7376477835802783,-0.7188747100223545,3.0,Yes,Online Payment,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,-0.3501804304200237,0.7429505469454774
2097,23,0,-1.4648013214652351,1.4542031042293544,0.6871596492860741,4.5,No,Online Payment,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-2.1301186287540053,1.4442104072784248
2098,26,1,1.505425258215614,-0.6665694980142823,-1.4218918896765689,1.0,No,Online Payment,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,-1.0034705586668031,-0.6760473956456052
2099,54,0,0.5153497316553309,0.6047383289437561,1.3901768289402885,1.0,Yes,Cash on Delivery,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.31165173554285797,0.5963313968190593
2100,24,1,-0.47472579490495215,-0.8746016878801431,-1.4218918896765689,5.0,No,Cash on Delivery,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.4151959815041138,-0.8870375783470853
2101,50,1,1.0103874949354725,-1.001732470575947,-0.015857530368140194,5.0,No,Online Payment,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-1.012137961540753,-1.001891320606676
2102,62,0,0.5153497316553309,-0.002022224831671313,1.3901768289402885,2.0,Yes,Cash on Delivery,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,-0.001042153024348558,-0.0019941123306323415
2103,60,0,-0.47472579490495215,1.4888751358736647,0.6871596492860741,2.0,Yes,Cash on Delivery,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,-0.7068074323918441,1.4786441867116877
2104,59,0,-0.9697635581850936,1.0034666928533227,-1.4218918896765689,4.5,No,Online Payment,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,-0.9731254305816667,1.0177349043746098
2105,22,1,-0.47472579490495215,-1.4466902100112604,0.6871596492860741,5.0,Yes,Cash on Delivery,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6867811599288077,-1.436749138637891
2106,22,0,1.0103874949354725,-0.44120129232626637,0.6871596492860741,2.5,No,Online Payment,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,-0.4457842685158294,-0.43816953507327155
2107,41,0,-0.9697635581850936,1.5466618552808482,1.3901768289402885,1.5,Yes,Cash on Delivery,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,-1.4998963040863138,1.5251605205466758
2108,62,1,0.5153497316553309,-0.07136628812029158,-0.015857530368140194,1.5,No,Cash on Delivery,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,-0.0367785974320293,-0.07137760505110287
2109,41,0,0.5153497316553309,-0.4643159800891398,-0.015857530368140194,3.5,No,Online Payment,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,-0.2392851157422202,-0.4643896091366866
2110,51,0,-0.47472579490495215,-0.7185775454807475,0.6871596492860741,1.5,No,Cash on Delivery,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.34112729647919726,-0.7136397705393736
2111,21,1,-0.9697635581850936,-1.5275916171813173,-0.7188747100223545,3.5,Yes,Cash on Delivery,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1.4814026821314756,-1.5385730869896552
2112,20,0,0.0203119683751894,-0.31407050963046257,1.3901768289402885,4.5,Yes,Online Payment,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.006379390259193573,-0.3097043741790452
2113,60,1,-1.4648013214652351,0.1540019175677243,-0.7188747100223545,3.0,No,Online Payment,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,-0.22558221236138276,0.15510899840606815
2114,55,0,1.505425258215614,-0.3718572290376461,0.6871596492860741,5.0,Yes,Cash on Delivery,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,-0.5598032650433411,-0.3693019762067461
2116,34,0,1.505425258215614,-0.28517714992687077,1.3901768289402885,4.5,No,Online Payment,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,-0.4293128845658523,-0.2812126832671551
2117,66,1,0.0203119683751894,-1.1519779410346243,-1.4218918896765689,4.0,No,Online Payment,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.023398939507211086,-1.1683578219490587
2118,27,1,1.505425258215614,-1.440911538070542,-0.015857530368140194,4.5,Yes,Cash on Delivery,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,-2.169184624265703,-1.4411400310552696
2119,69,0,0.0203119683751894,-0.12915300752747516,-0.015857530368140194,3.5,No,Online Payment,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,-0.002623351804458674,-0.1291734880048652
2120,51,1,0.5153497316553309,0.4833862181886706,-1.4218918896765689,4.5,Yes,Cash on Delivery,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.24911295782941664,0.4902594476209096
2121,39,0,-0.47472579490495215,1.3386296654149874,-0.015857530368140194,2.0,Yes,Online Payment,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,-0.63548203199748,1.3388419390206976
2122,59,0,-0.47472579490495215,0.46605020236651556,-0.015857530368140194,4.0,No,Online Payment,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,-0.2212460527840579,0.46612410641888663
2123,38,1,0.0203119683751894,0.7723198152245885,-0.015857530368140194,3.0,No,Online Payment,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.01568733566237396,0.7724422860738269
2124,32,1,-0.9697635581850936,-0.9612817669909185,1.3901768289402885,1.0,Yes,Online Payment,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,0.9322160267755673,-0.9479182506053829
2125,20,0,-0.9697635581850936,-1.0710765338645671,-0.7188747100223545,2.5,No,Online Payment,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1.0386909905690596,-1.0787762321915035
2126,48,1,-0.9697635581850936,-1.163535284916061,1.3901768289402885,2.0,Yes,Online Payment,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1.128354117974106,-1.1473600869886136
2127,63,1,-0.47472579490495215,-1.1230845813310324,0.6871596492860741,2.5,No,Cash on Delivery,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.5331572206178697,-1.1153671972607722
2128,19,1,1.0103874949354725,-1.585378336588501,-1.4218918896765689,4.5,Yes,Cash on Delivery,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,-1.6018464460306219,-1.6079207025771423
2129,26,0,1.0103874949354725,-1.0710765338645671,-1.4218918896765689,5.0,No,Cash on Delivery,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,-1.0822023359355888,-1.0863060842318164
2130,63,0,0.5153497316553309,1.1017041158455347,0.6871596492860741,3.5,No,Online Payment,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.56776292046457,1.0941336497069203
2131,32,1,-1.4648013214652351,1.3097363057113955,-1.4218918896765689,5.0,No,Online Payment,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,-1.9185034713770475,1.3283593400184555
2132,22,0,0.5153497316553309,1.0092453647940411,0.6871596492860741,4.5,Yes,Online Payment,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,0.5201143279209957,1.0023102378848865
2133,41,0,-0.47472579490495215,0.8416638785132087,-0.7188747100223545,2.5,No,Online Payment,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,-0.39955955376996805,0.8477143872792334
2134,24,0,-1.4648013214652351,-0.9786177828130735,-0.015857530368140194,1.5,Yes,Cash on Delivery,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.4334806214739686,-0.9787729674251712
2135,45,0,-0.9697635581850936,-0.6492334821921272,-0.7188747100223545,1.5,Yes,Cash on Delivery,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.6296029717835359,-0.6539006575046039
2136,38,0,0.5153497316553309,-0.4238652765041113,0.6871596492860741,3.0,No,Online Payment,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,-0.21843885650440642,-0.42095264535664023
2137,31,1,-1.4648013214652351,-0.08870230394244666,0.6871596492860741,1.0,Yes,Cash on Delivery,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.1299312520319068,-0.08809277750176707
2138,25,1,-0.9697635581850936,0.8358852065724903,-0.7188747100223545,5.0,Yes,Cash on Delivery,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.8106110121600202,0.8418941739273581
2140,36,1,-0.47472579490495215,0.5180582498329808,1.3901768289402885,4.0,Yes,Cash on Delivery,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.2459356144590301,0.5108563240833891
2141,54,1,-0.47472579490495215,1.2461709143634936,1.3901768289402885,2.0,Yes,Cash on Delivery,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,-0.5915894779086406,1.228846935063019
2142,43,0,1.0103874949354725,1.251949586304212,-1.4218918896765689,2.0,No,Online Payment,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1.264954206291414,1.269750955934711
2143,48,1,0.5153497316553309,-0.6896841857771557,1.3901768289402885,3.0,Yes,Online Payment,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.3554285600671826,-0.6800963560336162
2144,36,1,1.505425258215614,-1.227100676263963,0.6871596492860741,1.0,Yes,Cash on Delivery,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,-1.847308352421231,-1.2186685355605604
2145,56,0,-1.4648013214652351,-0.1464890233496302,-0.7188747100223545,5.0,Yes,Online Payment,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.21457731498269,-0.14754209589144945
2146,51,0,0.0203119683751894,0.44871418654436046,1.3901768289402885,1.5,Yes,Cash on Delivery,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.009114268366587887,0.44247626589485284
2147,56,1,0.0203119683751894,1.2808429460078037,1.3901768289402885,2.0,Yes,Cash on Delivery,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.02601644141289493,1.263036964157287
2149,39,0,-0.9697635581850936,0.7087544238766865,-0.015857530368140194,5.0,Yes,Cash on Delivery,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,-0.6873242119780816,0.7088668148246883
2150,64,1,0.0203119683751894,-0.5394387153184784,-0.7188747100223545,5.0,No,Cash on Delivery,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,-0.010957062125901732,-0.5433166038189724
2151,23,1,-0.9697635581850936,-1.5160342732998806,-0.015857530368140194,3.5,No,Cash on Delivery,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1.4701947912058448,-1.5162746788951607
2152,32,0,1.0103874949354725,0.9456799734461391,-0.015857530368140194,3.0,No,Online Payment,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.9555032193808887,0.9458299349351137
2153,23,1,1.0103874949354725,1.2057202107784653,1.3901768289402885,1.5,Yes,Cash on Delivery,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,1.2182446233615234,1.188958567786373
2154,67,0,0.5153497316553309,1.2057202107784653,-0.7188747100223545,1.5,Yes,Cash on Delivery,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.6213675870760911,1.21438782844738
2155,45,1,0.5153497316553309,1.2577282582449303,-1.4218918896765689,2.0,Yes,Cash on Delivery,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6481699203818516,1.2756117943430854
2156,54,1,1.505425258215614,-0.9555030950502001,1.3901768289402885,1.0,No,Online Payment,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,-1.438438493591766,-0.942219912423005
2157,21,1,0.0203119683751894,0.830106534631772,1.3901768289402885,3.5,No,Online Payment,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.016861097679478618,0.8185665859318019
2158,35,1,0.5153497316553309,-1.1057485655088775,1.3901768289402885,4.5,No,Online Payment,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,-0.5698472265132671,-1.0903767051648334
2159,39,0,0.0203119683751894,0.9687946612090126,-0.7188747100223545,1.0,No,Cash on Delivery,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.019678126520529794,0.9757590810204909
2160,38,1,1.505425258215614,-0.15804636723106694,1.3901768289402885,4.0,Yes,Cash on Delivery,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,-0.2379269931988687,-0.15584924325483876
2161,64,0,-0.9697635581850936,0.24068199667849965,-0.015857530368140194,3.5,Yes,Online Payment,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,-0.2334046294900347,0.24072016289921358
2162,29,1,1.0103874949354725,0.4544928584850788,-0.015857530368140194,2.5,Yes,Cash on Delivery,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.459213900750801,0.4545649298281341
2163,33,0,-0.47472579490495215,-1.5333702891220358,-0.7188747100223545,2.0,Yes,Cash on Delivery,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.7279304293870947,-1.5443933003415307
2164,25,0,-1.4648013214652351,1.4195310725850443,-1.4218918896765689,3.5,Yes,Cash on Delivery,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,-2.0793309909835354,1.43971526977757
2165,59,0,-0.47472579490495215,1.656456622154497,0.6871596492860741,1.0,No,Online Payment,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,-0.7863626866778656,1.6450741206391242
2166,50,0,0.0203119683751894,1.3270723215335507,-0.015857530368140194,4.5,Yes,Online Payment,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,0.02695545102657866,1.327282762429945
2167,45,1,0.5153497316553309,-1.0306258302795388,-0.015857530368140194,4.0,No,Cash on Delivery,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.531132745071613,-1.0307892620835573
2168,42,1,-0.9697635581850936,-1.1230845813310324,0.6871596492860741,3.0,Yes,Cash on Delivery,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1.0891264997343981,-1.1153671972607722
2169,47,1,-0.9697635581850936,-0.44120129232626637,-0.015857530368140194,3.0,No,Cash on Delivery,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.4278609351221817,-0.44127125595518163
2171,64,0,-0.9697635581850936,1.0208027086754778,0.6871596492860741,1.5,No,Online Payment,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.989937266970113,1.0137881643626407
